鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
信義區,房地(土地+建物),臺北市信義區基隆路一段,4.76,商,,,2024-02-15,土地4建物1車位0,十七層,23,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,66.64,2,2,1,有,無,31560000,473589,,0.0,0,,RPRNMLNLKHJGFDA47CB,青后,B-17F號,
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段30巷,18.27,住,,,2024-02-22,土地10建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.89,2,2,2,有,無,50380000,499206,坡道平面,36.38,3200000,,RPPNMLNLKHJGFFA47CB,全坤御大安.,B2-11F號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段183巷,25.3,商,,,2024-02-19,土地12建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,204.16,3,2,2,有,無,62200000,354072,坡道平面,36.68,2900000,,RPPOMLOLKHJGFCA37CB,耕青禾,C-08號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段183巷,13.71,商,,,2024-02-17,土地12建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.4,2,2,2,有,無,35080000,363841,坡道平面,36.68,2800000,,RPQOMLOLKHJGFCA47CB,耕青禾,B-06號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段183巷,13.71,商,,,2024-02-18,土地12建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.4,2,2,2,有,無,34700000,359558,坡道平面,36.68,2800000,,RPROMLOLKHJGFCA57CB,耕青禾,B-03號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段183巷,13.71,商,,,2024-02-17,土地12建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.4,2,2,2,有,無,34860000,360234,坡道平面,36.68,2900000,,RPSOMLOLKHJGFCA67CB,耕青禾,B-04號,
中山區,房地(土地+建物),臺北市中山區中山北路二段183巷,10.99,商,,,2024-02-18,土地12建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.15,2,2,1,有,無,27280000,378101,,0.0,0,,RPTOMLOLKHJGFCA77CB,耕青禾,B-12號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段183巷,25.3,商,,,2024-02-23,土地12建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,204.16,3,2,2,有,無,64380000,365894,坡道平面,36.68,3100000,,RPUOMLOLKHJGFCA87CB,耕青禾,C-06號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段183巷,14.18,商,,,2024-02-18,土地12建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,128.7,0,0,1,有,無,34350000,342860,坡道平面,36.68,2800000,,RPVOMLOLKHJGFCA97CB,耕青禾,E-02號,
大安區,房地(土地+建物),臺北市大安區民輝里建國南路一段,14.2,住,,,2024-02-21,土地26建物1車位0,十層,22,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,148.15,3,2,2,有,無,69880000,471684,,0.0,0,1.雨遮計坪不計價,RPPNMLPLKHJGFFA77DB,統創翼,A6-10F號,
內湖區,房地(土地+建物)+車位,臺北市內湖區週美里新豐街,35.5,住,,,2024-02-18,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.06,3,2,2,有,無,49480000,360331,坡道平面,37.79,2900000,,RPQNMLQLKHJGFCA57CB,義泰值境,A2-10F號,
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷,3.29,商,,,2024-02-12,土地40建物1車位0,十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.56,1,2,1,有,無,22590000,392460,,0.0,0,,RPSNMLQLKHJGFCA77CB,中山麗池,C棟C-13F號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,8.68,商,,,2024-02-23,土地18建物1車位1,二十四層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,139.23,2,2,1,有,無,48520000,450279,坡道平面,40.58,4100000,,RPPNMLRLKHJGFAA37CB,璞真宇見,24F-A2號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,9.08,商,,,2024-02-22,土地18建物1車位2,二十八層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,178.53,2,2,1,有,無,50450000,433165,坡道平面,77.76,6800000,,RPQNMLRLKHJGFAA47CB,璞真宇見,28F-A4號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,9.77,商,,,2024-02-22,土地18建物1車位1,二十八層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,148.76,2,2,1,有,無,53000000,445420,坡道平面,37.18,3300000,,RPRNMLRLKHJGFAA57CB,璞真宇見,28F-A5號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,8.66,商,,,2024-02-24,土地18建物1車位1,十四層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,135.83,2,2,1,有,無,44980000,425545,坡道平面,37.18,3000000,,RPSNMLRLKHJGFAA67CB,璞真宇見,14F-A2號,
大同區,房地(土地+建物)+車位,臺北市大同區建功里鄭州路83巷10號,6.37,商,,,2024-02-23,土地20建物1車位1,二十四層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,97.54,2,1,1,有,無,36090000,428844,坡道機械,18.98,2400000,,RPPNMLRLKHJGFBA47CB,國王雙子星,A09-24F號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,3.53,商,,,2024-02-23,土地20建物1車位0,二十四層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,43.59,1,1,1,有,無,18320000,420280,,0.0,0,,RPQNMLRLKHJGFBA57CB,國王雙子星,A10-24F號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,4.21,商,,,2024-02-27,土地6建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,60.74,2,1,1,有,無,21700000,357260,,0.0,0,,RPTNMLRLKHJGFBA87CB,博愛賦御,5F-A9號,
中山區,房地(土地+建物)+車位,臺北市中山區中山區新生里新生北路二段137巷1號旁,8.36,住,,,2024-02-18,土地16建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.78,2,1,1,有,無,30500000,361816,坡道平面,26.36,2850000,,RPQNMLRLKHJGFCA67CB,鼎吉中山,A9-14F號,
中山區,房地(土地+建物)+車位,臺北市中山區中山區新生里新生北路二段137巷1號旁,13.15,住,,,2024-02-17,土地16建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.69,3,1,2,有,無,46500000,360675,坡道平面,26.36,3100000,,RPRNMLRLKHJGFCA77CB,鼎吉中山,A1-11F號,
南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,20.98,住,,,2024-02-24,土地7建物1車位1,三層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,180.37,3,2,2,有,無,48380000,286060,坡道平面,23.48,3500000,預售屋雨遮計坪不計價,RPPNMLRLKHJGFDA67CB,擎天森林,B棟B7-03F號,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,17.44,住,,,2024-02-26,土地2建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.67,2,2,2,有,無,24420000,261890,坡道平面,32.88,3000000,,RPPNMLRLKHJGFEA77CB,長耀四季,B棟B1號,
士林區,房地(土地+建物)+車位,臺北市士林區至善路一段116巷旁,60.03,住,,,2024-02-24,土地7建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,234.89,3,2,3,有,無,68450000,340873,坡道平面,44.35,3500000,,RPRNMLRLKHJGFEA08DB,璞真上善,A棟A1-7F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.51,商,,,2024-02-16,土地7建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,133.52,3,2,2,有,無,28480000,249265,升降平面,28.09,2200000,,RPQOMLSLKHJGFBA77CB,城中京湛,A2棟3F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,7.0,商,,,2024-02-16,土地7建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,98.32,3,2,2,有,無,26710000,271664,,0.0,0,,RPROMLSLKHJGFBA87CB,城中京湛,A3棟12F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-02-16,土地7建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,102.28,2,2,2,有,無,26310000,285831,塔式車位,16.53,1800000,,RPTOMLSLKHJGFBA08CB,城中京湛,A4棟15F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區興義街17號,20.0,住,,,2024-02-28,土地3建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,151.21,3,2,2,有,無,27330000,215959,升降平面,35.54,2350000,,RPPPMLSLKHJGFBA77CB,城西蒔光,B號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-02-16,土地7建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,102.28,2,2,2,有,無,26280000,285481,塔式車位,16.53,1800000,,RPQPMLSLKHJGFBA87CB,城中京湛,A4棟14F號,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段,6.83,商,,,2024-02-26,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,96.57,2,1,1,有,無,35500000,392992,其他,12.09,2300000,,RPPNMLTLKHJGFAA57CB,世達懿居,H-10F號,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段,6.53,商,,,2024-02-26,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.7,2,1,1,有,無,32600000,375884,其他,12.09,2300000,,RPQNMLTLKHJGFAA67CB,世達懿居,F-8F號,
信義區,房地(土地+建物),臺北市信義區基隆路二段２３號旁,4.47,商,,,2024-02-22,土地19建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.11,1,1,1,有,無,28950000,515951,,0.0,0,,RPSNMLTLKHJGFDA18CB,華誼信義-閱翠,F-15F號,
大安區,房地(土地+建物)+車位,臺北市大安區民輝里忠孝東路三段40號,11.58,商,,,2024-02-20,土地3建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,187.55,3,2,2,有,無,91950000,547604,坡道平面,24.75,2800000,,RPQNMLTLKHJGFFA18CB,永陞韶華-華年(工研館),A1-11F號,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路一段67號旁,6.37,商,,,2024-02-15,土地18建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.24,2,2,2,有,無,32200000,378476,升降機械,9.05,1850000,,RPQNMLTLKHJGFBA87DB,久年長慶,C-15號,
大同區,房地(土地+建物),臺北市大同區重慶北路一段67號旁,6.37,商,,,2024-02-25,土地18建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.19,2,2,2,有,無,29230000,364509,,0.0,0,,RPRNMLTLKHJGFBA97DB,久年長慶,D-13號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,2.04,商,,,2024-03-01,土地6建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,29.34,1,1,1,有,無,11360000,387185,,0.0,0,,RPPNMLLJLHJGFBA76CB,博愛賦御,1棟10F-A3號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段63號,28.59,商,,,2024-02-27,土地3建物1車位3,十四層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,444.61,0,0,0,無,無,199880000,604388,坡道平面,130.11,9800000,,RPQNMLLJLHJGFCA96CB,國賓皇琚,B2號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段63號,28.59,商,,,2024-03-01,土地3建物1車位3,十七層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,444.61,0,0,0,無,無,208880000,623148,坡道平面,130.11,12900000,,RPRNMLLJLHJGFCA07CB,國賓皇琚,B2號,
士林區,房地(土地+建物)+車位,臺北市士林區福志里中山北路五段686號,24.32,商,,,2024-02-22,土地17建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,233.97,4,2,3,有,無,73570000,356919,坡道平面,36.25,3000000,,RPPNMLLJLHJGFEA07CB,碩樺Artist,A1-12F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,24.62,住,,,2024-03-01,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,170.23,3,2,2,有,無,53400000,365103,坡道平面,33.83,3600000,,RPPNMLNJLHJGFEA27CB,達麗天蒔,A1棟13F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,24.62,住,,,2024-03-01,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,170.23,3,2,2,有,無,54690000,372727,坡道平面,33.83,3850000,,RPQNMLNJLHJGFEA37CB,達麗天蒔,A1棟14F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,26.0,住,,,2024-03-01,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,177.94,4,2,2,有,無,57510000,372354,坡道平面,33.83,3850000,,RPRNMLNJLHJGFEA47CB,達麗天蒔,A2棟13F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,26.0,住,,,2024-03-01,土地1建物1車位2,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,211.77,4,2,2,有,無,61670000,376587,坡道平面,67.66,7400000,,RPSNMLNJLHJGFEA57CB,達麗天蒔,A2棟14F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,15.43,住,,,2024-03-01,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,119.29,2,2,2,有,無,35810000,378657,坡道平面,33.83,3450000,,RPTNMLNJLHJGFEA67CB,達麗天蒔,A3棟13F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,23.27,住,,,2024-03-03,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,162.83,3,2,2,有,無,49900000,358140,坡道平面,33.83,3700000,,RPUNMLNJLHJGFEA77CB,達麗天蒔,A6棟13F號,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路二段135號,15.94,住,,,2024-03-01,土地9建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.12,3,2,2,有,無,43500000,333993,坡道平面,33.86,3000000,,RPPNMLOJLHJGFAA96CB,恆悅植心苑,7F-B號,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路二段135號,14.22,住,,,2024-02-24,土地9建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.11,3,2,2,有,無,39660000,334965,坡道平面,33.86,3400000,,RPRNMLOJLHJGFAA17CB,恆悅植心苑,7F-E號,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路二段135號,13.76,住,,,2024-02-24,土地9建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.5,3,2,2,有,無,38580000,336200,坡道平面,33.86,3400000,,RPSNMLOJLHJGFAA27CB,恆悅植心苑,7F-F號,
中正區,房地(土地+建物)+車位,臺北市中正區詔安街240號旁,26.5,住,,,2024-02-25,土地24建物1車位1,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,226.61,3,2,3,有,無,53000000,261786,坡道平面,34.85,2800000,,RPTNMLOJLHJGFAA37CB,國雄中正,A棟A1-3F號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,8.68,商,,,2024-03-02,土地18建物1車位1,二十六層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,139.23,2,2,1,有,無,48630000,453421,坡道平面,40.58,3900000,,RPUNMLOJLHJGFAA47CB,璞真宇見,26F-A2號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,8.85,商,,,2024-03-02,土地18建物1車位1,十七層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,137.95,2,2,1,有,無,45620000,415997,坡道平面,37.18,3700000,,RPVNMLOJLHJGFAA57CB,璞真宇見,17F-A4號,
萬華區,房地(土地+建物)+車位,臺北市萬華區昆明街289巷旁,6.65,商,,,2024-02-21,土地1建物1車位2,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,85.02,2,2,1,有,無,22500000,266175,升降機械,11.76,3000000,,RPPNMLOJLHJGFBA07CB,曉南門,A-13F號,
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路22巷44弄130號,14.13,住,,,2024-03-01,土地14建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.86,2,1,2,有,無,26300000,325501,升降平面,33.51,2750000,,RPPNMLOJLHJGFCA17CB,德孚昀品,C-10F號,
中山區,房地(土地+建物),臺北市中山區南京東路三段12號,3.71,商,,,2024-03-01,土地6建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,43.02,1,1,1,有,無,17380000,403998,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOJLHJGFCA27CB,南京阿曼,C-13F號,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段與中山北路二段93巷交叉口,21.76,商,,,2024-02-29,土地10建物1車位2,十一層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,384.64,3,2,4,有,無,128180000,414964,坡道平面,89.0,5500000,,RPRNMLOJLHJGFCA37CB,璞真之道,A1-11F號,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,17.44,住,,,2024-03-01,土地2建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.45,2,2,2,有,無,24850000,265026,坡道平面,35.76,3200000,,RPPNMLOJLHJGFEA37CB,長耀四季,B棟B2號,
士林區,房地(土地+建物)+車位,臺北市士林區福志里中山北路五段698巷,14.45,住,,,2024-02-19,土地5建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,見其他登記事項,,107.08,2,2,1,有,無,30070000,348750,其他,29.46,3000000,,RPQNMLOJLHJGFEA47CB,中山北美,A5-5F號,
士林區,房地(土地+建物),臺北市士林區富光里葫蘆街30巷25號,15.71,住,,,2024-02-24,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.17,2,2,1,有,無,17200000,211901,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOJLHJGFEA57CB,合矩青澄,A3-05F號,
中正區,房地(土地+建物),臺北市中正區信義路2段79巷32號,16.71,住,,,2024-02-27,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.72,2,1,1,有,無,38380000,453022,,0.0,0,,RPPNMLOJLHJGFBA17DB,Vigorlin東門,5F-B號,
中正區,房地(土地+建物),臺北市中正區信義路2段79巷32號,17.1,住,,,2024-02-27,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.75,2,1,1,有,無,39500000,455331,,0.0,0,,RPRNMLOJLHJGFBA37DB,Vigorlin東門,5F-A號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,2.25,商,,,2024-03-04,土地6建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,32.4,1,1,1,有,無,12700000,391975,,0.0,0,,RPQNMLPJLHJGFBA27CB,博愛賦御,9F-A11號,
松山區,房地(土地+建物),臺北市松山區南京東路五段291巷29弄30、32、34號,16.75,住,,,2024-02-27,土地3建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.48,2,2,1,有,無,28300000,319846,,0.0,0,,RPPNMLPJLHJGFDA37CB,和風悅,1棟5A號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路131號,34.22,住,,,2024-03-01,土地1建物1車位1,十三層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,224.56,3,2,2,有,無,66850000,339426,坡道平面,35.27,2600000,,RPPNMLPJLHJGFEA47CB,家居安曼,A1號,
