鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-01-28,土地7建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,102.28,2,2,2,有,無,25880000,280816,塔式車位,16.53,1800000,,RPUNMLRLKHJGFBA97CB,城中京湛,A4棟8F號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,2.25,商,,,2024-02-06,土地6建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,32.4,1,1,1,有,無,11150000,344136,,0.0,0,,RPVNMLRLKHJGFBA08CB,博愛賦御,4F-A10號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.86,商,,,2024-01-28,土地7建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,126.91,3,2,2,有,無,30000000,255481,塔式車位,16.53,1800000,,RPWNMLRLKHJGFBA18CB,城中京湛,A3棟5F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-01-28,土地7建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,102.28,2,2,2,有,無,25500000,276385,塔式車位,16.53,1800000,,RPXNMLRLKHJGFBA28CB,城中京湛,A4棟5F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,4.89,商,,,2024-01-28,土地7建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.18,2,1,1,有,無,21240000,283176,塔式車位,16.53,1800000,,RPOOMLRLKHJGFBA47CB,城中京湛,A1-1棟9F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.37,商,,,2024-01-29,土地7建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,131.52,3,2,2,有,無,29600000,264913,升降平面,28.09,2200000,,RPPOMLRLKHJGFBA57CB,城中京湛,A5棟8F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.09,商,,,2024-01-29,土地7建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.5,2,1,1,有,無,23020000,269240,,0.0,0,,RPQOMLRLKHJGFBA67CB,城中京湛,A1-2棟13F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.09,商,,,2024-01-31,土地7建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.5,2,1,1,有,無,22600000,264327,,0.0,0,,RPROMLRLKHJGFBA77CB,城中京湛,A1-2棟10F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,4.89,商,,,2024-01-31,土地7建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.18,2,1,1,有,無,21160000,282010,塔式車位,16.53,1800000,,RPSOMLRLKHJGFBA87CB,城中京湛,A1-1棟12F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-01-31,土地7建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,113.84,2,2,2,有,無,26320000,281283,升降平面,28.09,2200000,,RPTOMLRLKHJGFBA97CB,城中京湛,A4棟10F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-02-04,土地7建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.75,2,2,2,有,無,23450000,273469,,0.0,0,,RPUOMLRLKHJGFBA08CB,城中京湛,A4棟4F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,6.99,商,,,2024-02-04,土地7建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,126.26,2,2,2,有,無,28440000,266273,升降平面,28.09,2300000,,RPVOMLRLKHJGFBA18CB,城中京湛,A2棟11F號,
中山區,房地(土地+建物)+車位,臺北市中山區中山區新生里新生北路二段137巷1號旁,8.36,住,,,2024-02-04,土地16建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.78,2,1,1,有,無,29200000,344151,坡道平面,26.36,2900000,,RPPNMLRLKHJGFCA57CB,鼎吉中山,A9-8F號,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段８２號旁,21.84,住,,,2024-02-02,土地19建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.32,3,2,2,有,無,33880000,309916,,0.0,0,,RPSNMLRLKHJGFCA87CB,碧湖文森,A1-2F號,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段８２號旁,11.35,住,,,2024-02-03,土地19建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.32,2,2,1,有,無,20800000,369318,,0.0,0,,RPTNMLRLKHJGFCA97CB,碧湖文森,C1-15F號,
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段,21.52,住,,,2024-02-02,土地16建物1車位2,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,258.68,4,1,2,有,無,84000000,430467,坡道平面,79.34,6800000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLKHJGFFA87CB,華固大安學府,A2-05F號,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路7段114巷,45.37,住,,,2024-01-31,土地1建物1車位1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,214.97,3,1,2,有,無,68000000,360707,升降機械,30.61,1500000,,RPQNMLRLKHJGFEA97DB,峰雅,A1號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.37,商,,,2024-02-04,土地7建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,119.96,3,2,2,有,無,28700000,260079,塔式車位,16.53,1800000,,RPPNMLSLKHJGFBA57CB,城中京湛,A5棟5F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.37,商,,,2024-02-04,土地7建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,119.96,3,2,2,有,無,28650000,259596,塔式車位,16.53,1800000,,RPQNMLSLKHJGFBA67CB,城中京湛,A5棟4F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.51,商,,,2024-02-04,土地7建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,121.96,3,2,2,有,無,28270000,251067,塔式車位,16.53,1800000,,RPRNMLSLKHJGFBA77CB,城中京湛,A2棟7F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-02-04,土地7建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.75,2,2,2,有,無,24280000,283149,,0.0,0,,RPSNMLSLKHJGFBA87CB,城中京湛,A4棟13F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.09,商,,,2024-02-04,土地7建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.5,2,1,1,有,無,22680000,265263,,0.0,0,,RPTNMLSLKHJGFBA97CB,城中京湛,A1-2棟12F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,4.89,商,,,2024-02-04,土地7建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,68.65,2,1,1,有,無,19300000,281136,,0.0,0,,RPUNMLSLKHJGFBA08CB,城中京湛,A1-1棟11F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.09,商,,,2024-02-04,土地7建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.5,2,1,1,有,無,22600000,264327,,0.0,0,,RPVNMLSLKHJGFBA18CB,城中京湛,A1-2棟11F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.87,商,,,2024-02-06,土地7建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,127.01,3,2,2,有,無,30570000,260409,塔式車位,16.53,1800000,,RPWNMLSLKHJGFBA28CB,城中京湛,A3棟7F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,6.11,商,,,2024-02-06,土地7建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,85.75,2,2,2,有,無,23920000,278950,,0.0,0,,RPXNMLSLKHJGFBA38CB,城中京湛,A4棟6F號,
萬華區,房地(土地+建物),臺北市萬華區福星里漢口街二段53巷18號,5.49,商,,,2024-02-06,土地7建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,77.14,2,1,1,有,無,22950000,297511,,0.0,0,,RPOOMLSLKHJGFBA57CB,城中京湛,A2棟13F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區福星里漢口街二段53巷18號,7.87,商,,,2024-02-06,土地7建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,127.01,3,2,2,有,無,30660000,261224,塔式車位,16.53,1800000,,RPPOMLSLKHJGFBA67CB,城中京湛,A3棟8F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區民和街１００號,20.34,住,,,2024-02-07,土地35建物1車位2,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,281.62,4,2,3,有,無,53010000,222956,坡道平面,68.08,5400000,雨遮面積登記不計價,RPPNMLTLKHJGFBA67CB,萬錦,A棟A1-15F號,
松山區,房地(土地+建物),臺北市松山區八德路四段,4.36,商,,,2024-02-04,土地10建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,46.47,0,0,0,無,無,13990000,301054,,0.0,0,,RPQNMLTLKHJGFDA97CB,吉美艾麗,A2-4F號,
信義區,房地(土地+建物),臺北市信義區基隆路二段２３號旁,10.04,商,,,2024-02-07,土地19建物1車位0,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.94,2,2,2,有,無,64700000,513737,,0.0,0,,RPRNMLTLKHJGFDA08CB,華誼信義-閱翠,C-18F號,
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街,32.27,住,,,2024-02-02,土地14建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,216.89,3,2,2,有,無,51680000,280230,坡道平面,44.96,3500000,,RPPNMLTLKHJGFFA08CB,大安富御,B3棟4號,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路一段67號旁,8.05,商,,,2024-02-02,土地18建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.49,3,2,2,有,無,37300000,349468,升降機械,9.05,1850000,,RPPNMLTLKHJGFBA77DB,久年長慶,B-13號,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路一段67號旁,6.37,商,,,2024-02-02,土地18建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.24,2,2,2,有,無,31420000,370620,升降機械,9.05,1700000,,RPSNMLTLKHJGFBA08DB,久年長慶,E-14號,
大同區,房地(土地+建物),臺北市大同區重慶北路一段67號旁,4.35,商,,,2024-02-02,土地18建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,54.71,1,1,1,有,無,21170000,386949,,0.0,0,,RPTNMLTLKHJGFBA18DB,久年長慶,H-12號,
大同區,房地(土地+建物),臺北市大同區重慶北路一段67號旁,4.34,商,,,2024-02-05,土地18建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,54.66,1,1,1,有,無,20840000,381266,,0.0,0,,RPUNMLTLKHJGFBA28DB,久年長慶,I-11號,
大同區,房地(土地+建物),臺北市大同區重慶北路一段67號旁,4.34,商,,,2024-02-05,土地18建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,54.66,1,1,1,有,無,21170000,387303,,0.0,0,,RPVNMLTLKHJGFBA38DB,久年長慶,I-12號,
松山區,房地(土地+建物),臺北市松山區八德路四段５９９號,4.59,商,,,2024-02-03,土地5建物1車位0,十三層,13,其他,住家用,鋼筋混凝土造,,47.01,0,0,0,無,無,14880000,316528,,0.0,0,,RPPNMLTLKHJGFDA08EB,松捷樂,E-13F號,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段285號,12.6,商,,,2024-02-02,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.03,3,2,2,有,無,21650000,160335,,0.0,0,合建案建商與地主間之交易；,RPPNMLLJLHJGFCA86CB,友座君碧,I-13F號,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段８２號旁,11.35,住,,,2024-02-08,土地19建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.32,2,2,1,有,無,21000000,372869,,0.0,0,,RPSNMLLJLHJGFCA17CB,碧湖文森,C1-14F號,
中正區,房地(土地+建物),臺北市中正區和平西路二段135號,9.53,住,,,2024-02-07,土地9建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.44,2,1,2,有,無,24280000,335174,,0.0,0,,RPQNMLOJLHJGFAA07CB,恆悅植心苑,7F-D號,
萬華區,房地(土地+建物),臺北市萬華區興義街17號,16.22,住,,,2024-02-07,土地3建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,93.82,2,2,2,有,無,20480000,218290,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOJLHJGFBA17CB,城西蒔光,A號,
萬華區,房地(土地+建物)+車位,臺北市萬華區興義街17號,20.0,住,,,2024-02-07,土地3建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,151.21,3,2,2,有,無,27320000,214576,升降平面,35.54,2500000,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOJLHJGFBA27CB,城西蒔光,B號,
文山區,房地(土地+建物)+車位,臺北市文山區華興里富山路,15.91,住,,,2024-02-06,土地12建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.99,2,2,1,有,無,22250000,251074,坡道機械,14.54,1800000,,RPPNMLPJLHJGFAA07CB,宏廷富山?,13F-A2號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段47號,7.68,商,,,2024-02-08,土地6建物1車位1,二十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.28,3,2,2,有,無,29130000,262692,坡道平面,20.81,3000000,,RPPNMLQJLHJGFAA17CB,象山主人,22F-1號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段47號,5.74,商,,,2024-02-08,土地6建物1車位1,二十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.48,2,1,1,有,無,21770000,268935,塔式車位,10.41,1850000,,RPQNMLQJLHJGFAA27CB,象山主人,22F-2號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,15.43,住,,,2024-02-15,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,119.29,2,2,2,有,無,31930000,332670,坡道平面,33.83,3500000,,RPPNMLPKKHJGFEA47CB,達麗天蒔,A5棟3F號,
中正區,房地(土地+建物)+車位,臺北市中正區博愛路110號等,4.69,商,,,2024-02-16,土地6建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,77.49,2,1,1,有,無,26500000,355345,升降機械,9.95,2500000,,RPPNMLRKKHJGFBA37CB,博愛賦御,4F-A5號,
大同區,房地(土地+建物)+車位,臺北市大同區建功里鄭州路83巷10號,5.1,商,,,2024-02-15,土地20建物1車位2,二十一層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,100.75,1,1,1,有,無,31700000,428412,坡道機械,37.96,4800000,,RPRNMLRKKHJGFBA57CB,國王雙子星,A08-21F號,
大同區,房地(土地+建物)+車位,臺北市大同區建功里鄭州路83巷10號,3.52,商,,,2024-02-15,土地20建物1車位1,三層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,62.4,1,1,1,有,無,22260000,445877,坡道機械,18.98,2900000,,RPSNMLRKKHJGFBA67CB,國王雙子星,A09-03F號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,6.37,商,,,2024-02-15,土地20建物1車位0,五層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,78.55,2,1,1,有,無,33380000,424952,,0.0,0,,RPTNMLRKKHJGFBA77CB,國王雙子星,A05-05F號,
中正區,房地(土地+建物)+車位,臺北市中正區和平西路二段135號,22.17,住,,,2024-02-17,土地9建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.61,3,2,3,有,無,66680000,373215,坡道平面,33.86,3700000,,RPQNMLTKKHJGFAA57CB,恆悅植心苑,13F-E號,
大同區,房地(土地+建物),臺北市大同區鄰江里延平北路四段17號,8.55,住,,,2024-02-18,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67.78,2,1,1,有,無,17880000,263795,,0.0,0,,RPPNMLTKKHJGFBA67DB,永豐泰雲川,C號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,2.18,商,,,2024-02-19,土地6建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,31.37,1,1,1,有,無,11080000,353204,,0.0,0,,RPRNMLKLKHJGFBA96CB,博愛賦御,6F-A7號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,4.69,商,,,2024-02-17,土地6建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,67.54,2,1,1,有,無,24180000,358010,,0.0,0,,RPSNMLKLKHJGFBA07CB,博愛賦御,5F-A5號,
中山區,房地(土地+建物),臺北市中山區聚盛里錦州街30巷,6.33,商,,,2024-02-15,土地7建物1車位0,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,80.04,2,2,1,有,無,29600000,369815,,0.0,0,,RPQNMLKLKHJGFCA96CB,中山．吉美,A棟A1-11F號,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,17.44,住,,,2024-02-19,土地2建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.55,2,2,2,有,無,24170000,258834,坡道平面,35.76,3000000,,RPPNMLKLKHJGFEA07CB,長耀四季,B棟B1號,
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷,18.53,住,,,2024-02-19,土地2建物1車位1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.56,2,2,2,有,無,26370000,269240,坡道平面,35.76,3000000,,RPQNMLKLKHJGFEA17CB,長耀四季,B棟B5號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,26.0,住,,,2024-02-16,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,177.94,4,2,2,有,無,55750000,361529,坡道平面,33.83,3650000,,RPRNMLKLKHJGFEA27CB,達麗天蒔,A2棟12F號,
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷,23.27,住,,,2024-02-16,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,162.83,3,2,2,有,無,49880000,358760,坡道平面,33.83,3600000,,RPSNMLKLKHJGFEA37CB,達麗天蒔,A6棟14F號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,6.37,商,,,2024-02-19,土地20建物1車位0,二十三層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,78.56,2,1,1,有,無,33860000,431008,,0.0,0,,RPPNMLLLKHJGFBA86CB,國王雙子星,A09-23F號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,2.04,商,,,2024-02-18,土地6建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,29.34,1,1,1,有,無,11260000,383776,,0.0,0,,RPPNMLMLKHJGFBA96CB,博愛賦御,9F-A2號,
中正區,房地(土地+建物),臺北市中正區博愛路110號等,2.18,商,,,2024-02-21,土地6建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,31.37,1,1,1,有,無,11800000,376156,,0.0,0,,RPQNMLMLKHJGFBA07CB,博愛賦御,13F-A6號,
內湖區,房地(土地+建物),臺北市內湖區文德路22巷44弄130號,14.13,住,,,2024-02-14,土地14建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.35,2,1,1,有,無,23080000,319005,,0.0,0,,RPPNMLMLKHJGFCA07CB,德孚昀品,C-9F號,
信義區,房地(土地+建物),臺北市信義區信義路四段,6.46,商,,,2024-02-15,土地9建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.52,2,2,1,有,無,38880000,482861,,0.0,0,,RPPNMLMLKHJGFDA17CB,全坤X101,A4-10F號,
士林區,房地(土地+建物)+車位,臺北市士林區德華里文林路,14.16,住,,,2024-02-21,土地18建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.19,2,2,1,有,無,29200000,355254,坡道平面,36.44,3000000,,RPQNMLMLKHJGFEA37CB,禾碩芝山綻,E-11F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文承路,24.95,住,,,2024-02-16,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.64,2,2,2,有,無,36950000,334417,坡道平面,25.12,3000000,,RPSNMLMLKHJGFEA57CB,新潤潤心,B-9F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文承路,36.49,住,,,2024-02-15,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.54,3,2,2,有,無,51660000,327180,坡道平面,25.12,3100000,,RPUNMLMLKHJGFEA77CB,新潤潤心,C-4F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文承路,21.16,住,,,2024-02-16,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.22,2,2,2,有,無,31230000,327875,坡道平面,25.12,3000000,,RPVNMLMLKHJGFEA87CB,新潤潤心,A-6F號,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段,6.43,商,,,2024-02-16,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.45,2,1,1,有,無,33800000,396925,其他,12.09,2300000,露臺戶,RPPNMLNLKHJGFAA96CB,世達懿居,F-13F號,
中正區,房地(土地+建物),臺北市中正區南昌路二段,3.13,商,,,2024-02-13,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,39.28,1,0,1,有,無,15370000,391293,,0.0,0,,RPRNMLNLKHJGFAA17CB,世達懿居,L-10F號,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段,6.53,商,,,2024-02-21,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.7,2,1,1,有,無,32900000,379606,其他,12.09,2300000,,RPSNMLNLKHJGFAA27CB,世達懿居,E-9F號,
中正區,房地(土地+建物)+車位,臺北市中正區文盛里羅斯福路三段,9.79,商,,,2024-02-16,土地18建物1車位1,二十五層,28,住宅大樓(11層含以上有電梯),住商用,鋼骨鋼筋混凝土造,,152.16,2,2,1,有,無,52760000,437892,坡道平面,40.58,3900000,,RPUNMLNLKHJGFAA47CB,璞真宇見,25F-A5號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,3.53,商,,,2024-02-21,土地20建物1車位0,十五層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,43.59,1,1,1,有,無,18300000,419821,,0.0,0,,RPPNMLNLKHJGFBA07CB,國王雙子星,A02-15F號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,3.53,商,,,2024-02-21,土地20建物1車位0,十五層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,43.59,1,1,1,有,無,18300000,419821,,0.0,0,,RPQNMLNLKHJGFBA17CB,國王雙子星,A03-15F號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,6.37,商,,,2024-02-21,土地20建物1車位0,二十六層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,78.55,2,1,1,有,無,34700000,441757,,0.0,0,,RPRNMLNLKHJGFBA27CB,國王雙子星,A06-26F號,
大同區,房地(土地+建物),臺北市大同區建功里鄭州路83巷10號,7.83,商,,,2024-02-21,土地20建物1車位0,二十五層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,96.5,2,1,1,有,無,42500000,440415,,0.0,0,,RPSNMLNLKHJGFBA37CB,國王雙子星,A12-25F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,12.37,商,,,2024-02-18,土地40建物1車位1,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.34,3,2,2,有,無,47580000,276609,坡道平面,27.27,2750000,雨遮不計價,RPTNMLNLKHJGFBA47CB,首岳,B棟B4-12F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,7.15,商,,,2024-02-17,土地40建物1車位1,三層,26,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,,119.0,0,0,0,無,無,26680000,260874,坡道平面,27.27,2750000,一般事務所雨遮不計價,RPUNMLNLKHJGFBA57CB,首岳,B棟B6-3F號,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路88號,12.37,商,,,2024-02-18,土地40建物1車位1,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,189.34,3,2,2,有,無,46880000,275066,坡道平面,27.27,2300000,雨遮不計價,RPVNMLNLKHJGFBA67CB,首岳,B棟B10-12F號,
萬華區,房地(土地+建物),臺北市萬華區興義街17號,14.92,住,,,2024-02-23,土地3建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,86.26,2,2,2,有,無,19000000,220264,,0.0,0,,RPWNMLNLKHJGFBA77CB,城西蒔光,D號,
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段,4.76,商,,,2024-02-15,土地4建物1車位1,十八層,23,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,82.71,2,2,1,有,無,34210000,475840,塔式車位,16.07,2500000,,RPQNMLNLKHJGFDA37CB,青后,B-18F號,
